Month,Rice,Filling station,Gas cylinder,Textile,iPhone,Meter,Food,Mental health,Water,Cylinder,Price,Code,Jollof rice,Liter,Pressure,Oil,Emergency telephone number,Drug,Fee,Gambling,Mixture,Gas stove,Food prices,Soup,Kitchen stove,Passport,Cooking,Stove,Charcoal,Rate,Liquid,State,Cost of living,Nigerian cuisine,Gas,Personal identification number,Savings,Cost,Outdoor recreation,Electricity,Clothing,Leisure,Pump,Kerosene heater,Rent,Health,Goods,School,Infinix,Inflation rate,Health care,Temperature,Refurbishment,Fried rice,Investment,Petroleum industry,Flight,Data,Gasoline,Cook,Footwear,Abuja,Bharti Airtel,Electricity meter,Emergency contraception,used,Hyperinflation,Credit,Public health,Recreation,Emergency,Kerosene,Health education,Fuel,Dance,Wealth,Business,Samsung,Sports betting,Printing,Fare,MTN Group,Tecno,Lagos,China,Inflation,Globacom Limited,cheap,Airplane,Deflation,Borehole,State of emergency,Used good,Drinking water,Rechargeable calling card,Tuition payments,Do it yourself,Made In China,Technology,Diesel fuel,Emergency management,Budget,Shoes,Car,Economy,Immigration,University,Import,Health insurance,Ideal gas law,Management,Industry,Unemployment,Natural environment,Monetary policy,Samsung Galaxy,Policy,Drill,Economics,Petroleum,Data plan,Toyota,Tourism,Recipe,Natural gas,Emirates Telecom,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5,Lag_6,Lag_7,Lag_8,Lag_9,Lag_10,Lag_11,Lag_12,Year-on-Year Change (%)
Apr '16,15.0,33.0,19.1,42.0,20.0,31.0,55.0,21.0,53.0,30.0,42.0,35.0,24.0,34.0,52.0,57.0,0.0,45.0,53.0,1.0,59.0,43.0,0.0,47.0,49.0,41.0,33.0,34.0,38.0,36.0,64.0,28.0,64.0,36.0,38.0,15.0,50.0,61.0,45.0,46.0,66.0,15.0,64.0,0.0,48.0,71.0,44.0,59.0,63.0,35.0,51.0,38.9,19.0,27.0,17.0,7.0,46.0,74.0,34.0,26.0,57.0,60.5,72.0,37.0,22.0,55.0,9.0,68.0,38.0,51.0,15.0,52.0,60.0,9.0,47.0,14.0,52.0,68.6,13.0,34.0,37.0,72.0,48.0,64.0,44.0,40.0,67.0,68.0,7.0,23.0,40.0,3.0,15.0,30.0,75.0,25.6,57.0,11.0,44.2,60.0,40.0,68.1,75.0,56.0,39.0,8.0,25.0,54.0,22.0,54.0,38.0,44.0,37.0,47.0,34.6,50.0,43.0,61.0,42.0,31.0,70.0,52.9,48.0,39.0,29.0,56.9,12.774709778940192,11.379040910338944,9.61670448530228,9.553905111744612,9.368162097250092,9.295860227276036,9.39405332529624,9.335651156973682,9.217923612492868,9.167719216500076,9.003130312033065,8.655168684418129,13.72104444709244
May '16,17.0,26.0,19.1,42.0,21.0,31.0,59.0,22.0,56.0,35.0,46.0,35.0,26.0,41.0,52.0,61.0,0.0,48.0,48.0,1.0,45.0,49.0,29.0,55.0,52.0,44.0,36.0,48.0,52.0,37.0,65.0,32.0,65.0,36.0,40.0,18.0,62.0,66.0,31.0,48.0,75.0,22.0,83.0,0.0,52.0,72.0,52.0,63.0,58.0,40.0,49.0,38.9,29.0,35.0,19.0,9.0,53.0,69.0,49.0,29.0,61.0,60.5,70.0,50.0,18.0,57.0,0.0,66.0,34.0,53.0,15.0,64.0,54.0,13.0,52.0,14.0,55.0,70.7,13.0,36.0,37.0,78.0,49.0,66.0,39.0,52.0,61.0,72.0,8.0,21.0,39.0,1.0,15.0,33.0,73.0,26.7,64.0,12.0,46.2,66.0,42.0,95.9,68.0,57.0,42.0,8.0,27.0,57.0,23.0,48.0,35.0,41.0,42.0,45.0,36.5,52.0,42.0,64.0,33.0,37.0,77.0,57.8,45.0,44.0,33.0,53.0,13.72104444709244,12.774709778940192,11.379040910338944,9.61670448530228,9.553905111744612,9.368162097250092,9.295860227276036,9.39405332529624,9.335651156973682,9.217923612492868,9.167719216500076,9.003130312033065,15.577265107689016
Jun '16,20.0,25.0,25.9,44.0,22.0,28.0,60.0,28.0,52.0,37.0,47.0,35.0,30.0,30.0,48.0,61.0,0.0,47.0,48.0,1.0,44.0,54.0,29.0,53.0,61.0,50.0,41.0,38.0,44.0,52.0,82.0,33.0,59.0,38.0,40.0,16.0,56.0,68.0,42.0,51.0,73.0,20.0,65.0,0.0,57.0,80.0,51.0,67.0,58.0,38.0,52.0,36.9,17.0,36.0,19.0,7.0,54.0,77.0,29.0,29.0,50.0,60.5,70.0,37.0,24.0,58.0,0.0,68.0,39.0,58.0,16.0,72.0,54.0,5.0,49.0,15.0,58.0,72.8,11.0,32.0,41.0,62.0,58.0,69.0,40.0,52.0,68.0,73.0,7.0,20.0,33.0,1.0,14.0,30.0,76.0,31.1,74.0,11.0,46.2,62.0,39.0,39.3,74.0,54.0,53.0,9.0,30.0,53.0,25.0,48.0,43.0,45.0,48.0,47.0,46.4,54.0,57.0,59.0,42.0,34.0,79.0,54.8,49.0,49.0,31.0,49.2,15.577265107689016,13.72104444709244,12.774709778940192,11.379040910338944,9.61670448530228,9.553905111744612,9.368162097250092,9.295860227276036,9.39405332529624,9.335651156973682,9.217923612492868,9.167719216500076,16.480162512928985
Jul '16,18.0,22.0,27.0,46.0,25.0,26.0,53.0,21.0,47.0,25.0,46.0,34.0,35.0,28.0,46.0,59.0,0.0,44.0,52.0,1.0,42.0,52.0,0.0,52.0,62.0,46.0,37.0,41.0,43.0,42.0,60.0,26.0,47.0,36.0,35.0,18.0,46.0,62.0,34.0,41.0,77.0,19.0,63.0,0.0,53.0,68.0,43.0,69.0,63.0,42.0,46.0,30.9,27.0,38.0,20.0,7.0,56.0,71.0,26.0,28.0,75.0,62.4,67.0,38.0,23.0,56.0,0.0,72.0,37.0,53.0,11.0,60.0,42.0,4.0,60.0,15.0,56.0,72.8,11.0,30.0,40.0,59.0,57.0,68.0,41.0,49.0,64.0,79.0,6.0,17.0,34.0,2.0,14.0,27.0,77.0,31.1,72.0,15.0,39.2,45.0,20.0,34.5,100.0,59.0,42.0,7.0,29.0,51.0,24.0,40.0,38.0,38.0,38.0,41.0,37.5,56.0,42.0,57.0,30.0,27.0,66.0,55.8,41.0,43.0,28.0,52.1,16.480162512928985,15.577265107689016,13.72104444709244,12.774709778940192,11.379040910338944,9.61670448530228,9.553905111744612,9.368162097250092,9.295860227276036,9.39405332529624,9.335651156973682,9.217923612492868,17.12666284054056
Aug '16,23.0,22.0,21.4,45.0,26.0,31.0,50.0,21.0,44.0,22.0,44.0,37.0,39.0,27.0,47.0,58.0,0.0,44.0,55.0,1.0,43.0,58.0,50.0,53.0,58.0,44.0,36.0,42.0,46.0,47.0,56.0,24.0,47.0,44.0,33.0,18.0,49.0,63.0,0.0,41.0,73.0,16.0,60.0,0.0,51.0,68.0,36.0,67.0,68.0,50.0,41.0,28.9,23.0,33.0,21.0,6.0,57.0,67.0,23.0,29.0,61.0,62.4,70.0,37.0,29.0,54.0,0.0,68.0,35.0,42.0,12.0,50.0,51.0,3.0,57.0,13.0,56.0,79.0,14.0,30.0,37.0,50.0,55.0,63.0,34.0,48.0,62.0,73.0,7.0,16.0,32.0,1.0,15.0,27.0,68.0,30.0,74.0,9.0,44.2,47.0,26.0,46.0,79.0,54.0,39.0,8.0,32.0,50.0,24.0,37.0,36.0,38.0,40.0,40.0,36.5,58.0,42.0,56.0,31.0,27.0,67.0,55.8,38.0,42.0,28.0,49.2,17.12666284054056,16.480162512928985,15.577265107689016,13.72104444709244,12.774709778940192,11.379040910338944,9.61670448530228,9.553905111744612,9.368162097250092,9.295860227276036,9.39405332529624,9.335651156973682,17.609320172402377
Sep '16,24.0,21.0,21.4,47.0,41.0,26.0,54.0,20.0,48.0,23.0,48.0,38.0,38.0,29.0,46.0,60.0,0.0,45.0,54.0,1.0,42.0,48.0,63.0,54.0,55.0,42.0,37.0,46.0,52.0,49.0,56.0,24.0,50.0,43.0,32.0,19.0,66.0,59.0,38.0,38.0,73.0,20.0,59.0,0.0,50.0,68.0,36.0,71.0,67.0,38.0,42.0,28.9,21.0,35.0,22.0,7.0,52.0,70.0,21.0,30.0,65.0,63.4,74.0,29.0,20.0,55.0,0.0,68.0,34.0,42.0,12.0,39.0,59.0,3.0,59.0,15.0,53.0,76.9,18.0,29.0,39.0,49.0,55.0,64.0,34.0,47.0,64.0,75.0,6.0,10.0,27.0,1.0,15.0,28.0,80.0,30.0,78.0,10.0,45.2,42.0,26.0,30.7,77.0,54.0,54.0,7.0,31.0,54.0,22.0,37.0,34.0,35.0,35.0,40.0,35.6,59.0,37.0,48.0,36.0,28.0,68.0,52.9,41.0,43.0,26.0,48.2,17.609320172402377,17.12666284054056,16.480162512928985,15.577265107689016,13.72104444709244,12.774709778940192,11.379040910338944,9.61670448530228,9.553905111744612,9.368162097250092,9.295860227276036,9.39405332529624,17.85203854534865
Oct '16,25.0,20.0,20.2,45.0,25.0,28.0,59.0,27.0,48.0,24.0,45.0,38.0,35.0,29.0,47.0,59.0,0.0,48.0,64.0,1.0,55.0,48.0,42.0,51.0,57.0,42.0,36.0,51.0,42.0,50.0,60.0,29.0,41.0,36.0,32.0,17.0,97.0,55.0,32.0,42.0,75.0,23.0,59.0,0.0,48.0,68.0,48.0,64.0,66.0,36.0,43.0,30.9,17.0,32.0,26.0,6.0,50.0,70.0,21.0,28.0,56.0,58.7,56.0,38.0,31.0,52.0,0.0,60.0,32.0,51.0,13.0,38.0,67.0,3.0,58.0,16.0,52.0,69.6,17.0,28.0,36.0,46.0,54.0,62.0,32.0,40.0,69.0,64.0,7.0,11.0,31.0,3.0,9.0,26.0,64.0,25.6,76.0,0.0,45.2,39.0,28.0,29.7,74.0,51.0,54.0,6.0,28.0,61.0,22.0,39.0,34.0,36.0,36.0,42.0,28.6,52.0,35.0,55.0,35.0,29.0,66.0,51.9,47.0,46.0,25.0,47.2,17.85203854534865,17.609320172402377,17.12666284054056,16.480162512928985,15.577265107689016,13.72104444709244,12.774709778940192,11.379040910338944,9.61670448530228,9.553905111744612,9.368162097250092,9.295860227276036,18.329659144766808
Nov '16,30.0,25.0,16.9,46.0,24.0,22.0,56.0,18.0,50.0,25.0,46.0,24.0,33.0,27.0,47.0,57.0,21.0,21.0,62.0,2.0,51.0,50.0,0.0,45.0,26.0,42.0,35.0,36.0,44.0,20.0,47.0,32.0,36.0,4.0,31.0,9.0,56.0,58.0,0.0,27.0,57.0,27.0,62.0,0.0,60.0,65.0,86.0,58.0,20.0,0.0,46.0,35.9,24.0,33.0,23.0,46.0,49.0,33.0,15.0,5.0,65.0,59.6,58.0,0.0,23.0,5.0,10.0,56.0,32.0,48.0,14.0,43.0,56.0,3.0,62.0,20.0,4.0,5.2,16.0,28.0,47.0,45.0,7.0,67.0,22.0,43.0,16.0,6.0,9.0,13.0,32.0,2.0,29.0,20.0,11.0,27.8,31.0,19.0,38.2,36.0,22.0,1.9,85.0,48.0,50.0,8.0,28.0,59.0,9.0,7.0,32.0,43.0,43.0,6.0,25.7,52.0,32.0,68.0,21.0,17.0,5.0,50.9,3.0,38.0,10.0,45.3,18.329659144766808,17.85203854534865,17.609320172402377,17.12666284054056,16.480162512928985,15.577265107689016,13.72104444709244,12.774709778940192,11.379040910338944,9.61670448530228,9.553905111744612,9.368162097250092,18.47616472169944
Dec '16,42.0,26.0,15.7,46.0,25.0,18.0,43.0,16.0,38.0,17.0,46.0,22.0,44.0,23.0,39.0,51.0,33.0,18.0,55.0,2.0,39.0,44.0,0.0,46.0,18.0,37.0,39.0,39.0,36.0,23.0,36.0,21.0,33.0,0.0,28.0,9.0,52.0,53.0,0.0,22.0,56.0,14.0,54.0,0.0,57.0,53.0,77.0,49.0,14.0,0.0,35.0,32.9,27.0,70.0,22.0,39.0,50.0,21.0,12.0,3.0,67.0,57.7,56.0,0.0,24.0,1.0,0.0,55.0,27.0,39.0,11.0,40.0,40.0,2.0,67.0,19.0,0.5,0.0,17.0,19.0,47.0,43.0,5.0,66.0,21.0,29.0,14.0,1.0,11.0,11.0,32.0,1.0,37.0,17.0,9.0,26.7,28.0,21.0,31.1,33.0,16.0,0.0,80.0,47.0,31.0,5.0,24.0,56.0,6.0,8.0,24.0,31.0,27.0,1.0,18.8,53.0,23.0,65.0,16.0,16.0,0.5,51.9,0.0,45.0,7.0,49.2,18.47616472169944,18.329659144766808,17.85203854534865,17.609320172402377,17.12666284054056,16.480162512928985,15.577265107689016,13.72104444709244,12.774709778940192,11.379040910338944,9.61670448530228,9.553905111744612,18.54696377812237
Jan '17,27.0,32.0,28.1,45.0,23.0,21.0,59.0,23.0,51.0,32.0,43.0,24.0,35.0,27.0,50.0,56.0,35.0,26.0,62.0,3.0,52.0,50.0,0.0,48.0,30.0,43.0,38.0,49.0,52.0,24.0,54.0,38.0,46.0,0.0,39.0,8.0,72.0,64.0,0.0,37.0,45.0,27.0,60.0,0.0,63.0,83.0,100.0,63.0,0.0,0.0,51.0,36.9,31.0,38.0,28.0,51.0,46.0,25.0,23.0,3.0,83.0,59.6,56.0,0.0,19.0,0.0,0.0,54.0,36.0,59.0,19.0,83.0,59.0,3.0,58.0,22.0,0.0,0.0,14.0,26.0,75.0,43.0,0.0,67.0,31.0,40.0,1.0,0.0,6.0,9.0,38.0,4.0,42.0,21.0,2.0,30.0,20.0,17.0,44.2,36.0,31.0,0.0,57.0,51.0,46.0,8.0,27.0,69.0,7.0,9.0,31.0,48.0,35.0,1.0,28.6,50.0,31.0,73.0,21.0,16.0,0.0,50.9,0.0,41.0,4.0,38.6,18.54696377812237,18.47616472169944,18.329659144766808,17.85203854534865,17.609320172402377,17.12666284054056,16.480162512928985,15.577265107689016,13.72104444709244,12.774709778940192,11.379040910338944,9.61670448530228,18.71884076901749
Feb '17,26.0,32.0,15.7,42.0,21.0,23.0,62.0,28.0,58.0,31.0,39.0,29.0,32.0,26.0,54.0,59.0,28.0,30.0,38.0,3.0,55.0,43.0,31.0,52.0,35.0,38.0,37.0,41.0,46.0,25.0,67.0,40.0,46.0,0.0,37.0,9.0,65.0,59.0,0.0,43.0,51.0,53.0,58.0,0.0,52.0,94.0,81.0,59.0,0.0,0.0,55.0,42.9,21.0,33.0,29.0,49.0,39.0,25.0,16.0,3.0,70.0,53.9,47.0,0.0,28.0,0.0,0.0,56.0,35.0,58.0,16.0,42.0,62.0,3.0,62.0,22.0,0.0,0.0,13.0,23.0,49.0,40.0,0.0,65.0,27.0,42.0,1.0,0.0,6.0,12.0,43.0,3.0,33.0,20.0,0.0,22.2,17.0,19.0,54.3,31.0,37.0,0.0,50.0,46.0,57.0,9.0,22.0,65.0,8.0,13.0,35.0,52.0,47.0,3.0,30.6,37.0,40.0,77.0,24.0,16.0,0.0,42.9,0.0,41.0,8.0,38.6,18.71884076901749,18.54696377812237,18.47616472169944,18.329659144766808,17.85203854534865,17.609320172402377,17.12666284054056,16.480162512928985,15.577265107689016,13.72104444709244,12.774709778940192,11.379040910338944,17.780402228515086
Mar '17,24.0,30.0,18.0,45.0,20.0,23.0,59.0,28.0,58.0,33.0,41.0,29.0,34.0,28.0,56.0,62.0,20.0,30.0,44.0,3.0,59.0,12.0,27.0,54.0,32.0,38.0,38.0,41.0,48.0,30.0,71.0,37.0,45.0,2.0,38.0,9.0,73.0,68.0,0.0,46.0,53.0,64.0,63.0,0.0,54.0,77.0,79.0,62.0,0.0,0.0,59.0,41.9,24.0,31.0,25.0,54.0,43.0,35.0,22.0,3.0,63.0,55.8,43.0,0.0,17.0,0.0,0.0,60.0,37.0,56.0,16.0,48.0,59.0,3.0,61.0,17.0,0.0,0.0,16.0,22.0,48.0,37.0,0.0,72.0,29.0,41.0,31.0,0.0,6.0,15.0,46.0,2.0,34.0,25.0,2.0,26.7,18.0,18.0,53.2,33.0,39.0,0.0,57.0,50.0,53.0,7.0,25.0,67.0,9.0,10.0,36.0,50.0,39.0,2.0,30.6,44.0,37.0,82.0,25.0,15.0,0.0,46.9,0.0,42.0,5.0,36.6,17.780402228515086,18.71884076901749,18.54696377812237,18.47616472169944,18.329659144766808,17.85203854534865,17.609320172402377,17.12666284054056,16.480162512928985,15.577265107689016,13.72104444709244,12.774709778940192,17.25554443466524
Apr '17,24.0,29.0,15.7,45.0,22.0,22.0,51.0,20.0,51.0,28.0,41.0,27.0,43.0,24.0,49.0,60.0,31.0,25.0,38.0,3.0,51.0,44.0,0.0,49.0,31.0,40.0,38.0,38.0,46.0,18.0,71.0,32.0,46.0,3.0,35.0,11.0,59.0,62.0,0.0,45.0,51.0,67.0,55.0,0.0,55.0,67.0,72.0,60.0,0.0,0.0,50.0,36.9,27.0,37.0,21.0,47.0,44.0,30.0,15.0,3.0,69.0,55.8,47.0,0.0,28.0,0.0,0.0,66.0,32.0,42.0,17.0,39.0,48.0,2.0,61.0,17.0,0.0,0.0,17.0,20.0,49.0,39.0,0.0,76.0,31.0,46.0,54.0,0.0,6.0,11.0,34.0,2.0,35.0,21.0,3.0,23.3,17.0,16.0,47.2,30.0,34.0,0.0,58.0,48.0,46.0,7.0,23.0,55.0,8.0,8.0,31.0,42.0,100.0,0.5,23.7,48.0,33.0,67.0,29.0,14.0,0.0,41.9,0.0,40.0,2.0,34.7,17.25554443466524,17.780402228515086,18.71884076901749,18.54696377812237,18.47616472169944,18.329659144766808,17.85203854534865,17.609320172402377,17.12666284054056,16.480162512928985,15.577265107689016,13.72104444709244,17.244418823425292
May '17,25.0,33.0,15.7,51.0,23.0,28.0,60.0,21.0,56.0,35.0,41.0,30.0,49.0,30.0,55.0,58.0,36.0,32.0,48.0,19.0,51.0,47.0,0.0,57.0,31.0,39.0,38.0,42.0,61.0,37.0,60.0,33.0,46.0,13.0,35.0,11.0,67.0,65.0,0.0,43.0,50.0,84.0,61.0,0.0,60.0,81.0,74.0,68.0,0.0,0.0,56.0,36.9,33.0,33.0,21.0,58.0,50.0,23.0,24.0,5.0,62.0,59.6,51.0,0.0,23.0,0.0,0.0,60.0,36.0,55.0,17.0,47.0,58.0,3.0,75.0,14.0,0.0,7.3,15.0,27.0,50.0,39.0,0.0,70.0,32.0,45.0,52.0,0.0,7.0,23.0,37.0,2.0,41.0,21.0,4.0,28.9,19.0,24.0,55.3,32.0,33.0,0.0,60.0,47.0,47.0,30.0,28.0,62.0,10.0,9.0,32.0,50.0,46.0,0.5,24.7,49.0,34.0,64.0,23.0,15.0,0.0,46.9,0.0,40.0,2.0,36.6,17.244418823425292,17.25554443466524,17.780402228515086,18.71884076901749,18.54696377812237,18.47616472169944,18.329659144766808,17.85203854534865,17.609320172402377,17.12666284054056,16.480162512928985,15.577265107689016,16.251383902676125
Jun '17,25.0,28.0,16.9,48.0,25.0,29.0,56.0,20.0,51.0,39.0,40.0,32.0,39.0,30.0,49.0,62.0,50.0,34.0,48.0,9.0,50.0,54.0,0.0,56.0,43.0,42.0,39.0,47.0,77.0,28.0,58.0,33.0,51.0,11.0,33.0,12.0,75.0,65.0,0.0,51.0,52.0,100.0,57.0,0.0,62.0,76.0,93.0,60.0,0.0,0.0,55.0,32.9,42.0,34.0,21.0,57.0,49.0,21.0,35.0,6.0,63.0,59.6,51.0,0.0,34.0,0.0,0.0,65.0,35.0,58.0,17.0,43.0,54.0,3.0,65.0,15.0,0.0,15.6,14.0,22.0,52.0,42.0,0.0,68.0,38.0,47.0,47.0,0.0,8.0,21.0,29.0,2.0,50.0,23.0,4.0,31.1,21.0,29.0,50.2,33.0,29.0,0.0,68.0,48.0,53.0,40.0,24.0,58.0,8.0,5.0,33.0,51.0,43.0,0.5,29.6,50.0,36.0,73.0,23.0,17.0,0.0,51.9,0.0,42.0,2.0,40.5,16.251383902676125,17.244418823425292,17.25554443466524,17.780402228515086,18.71884076901749,18.54696377812237,18.47616472169944,18.329659144766808,17.85203854534865,17.609320172402377,17.12666284054056,16.480162512928985,16.09839757532056
Jul '17,21.0,27.0,21.4,54.0,23.0,24.0,51.0,23.0,45.0,35.0,41.0,31.0,43.0,27.0,47.0,59.0,29.0,32.0,51.0,5.0,47.0,45.0,0.0,51.0,36.0,38.0,39.0,42.0,63.0,18.0,51.0,29.0,52.0,11.0,33.0,12.0,48.0,64.0,0.0,44.0,51.0,75.0,55.0,0.0,55.0,75.0,80.0,65.0,0.0,0.0,50.0,32.9,46.0,29.0,19.0,51.0,47.0,19.0,35.0,3.0,67.0,56.8,50.0,0.0,24.0,0.0,0.0,57.0,38.0,59.0,14.0,41.0,47.0,2.0,68.0,14.0,0.0,10.4,12.0,22.0,47.0,39.0,0.0,69.0,37.0,45.0,53.0,0.0,6.0,16.0,27.0,2.0,34.0,19.0,4.0,28.9,21.0,11.0,51.2,30.0,24.0,0.0,65.0,48.0,49.0,21.0,25.0,58.0,7.0,7.0,32.0,47.0,39.0,0.5,31.6,43.0,33.0,58.0,17.0,15.0,0.0,49.9,0.0,38.0,3.0,38.6,16.09839757532056,16.251383902676125,17.244418823425292,17.25554443466524,17.780402228515086,18.71884076901749,18.54696377812237,18.47616472169944,18.329659144766808,17.85203854534865,17.609320172402377,17.12666284054056,16.052909607252047
Aug '17,23.0,30.0,16.9,45.0,23.0,19.0,49.0,18.0,41.0,22.0,41.0,31.0,40.0,23.0,43.0,57.0,27.0,27.0,48.0,14.0,46.0,51.0,24.0,55.0,35.0,38.0,35.0,43.0,56.0,20.0,48.0,22.0,43.0,10.0,27.0,11.0,48.0,60.0,0.0,38.0,45.0,52.0,56.0,0.0,49.0,65.0,65.0,62.0,0.5,0.0,38.0,27.9,32.0,32.0,19.0,39.0,48.0,24.0,25.0,4.0,61.0,56.8,53.0,0.0,32.0,0.0,0.0,63.0,28.0,46.0,12.0,36.0,47.0,2.0,59.0,13.0,0.0,12.5,16.0,19.0,39.0,39.0,0.0,66.0,33.0,30.0,56.0,0.0,6.0,10.0,27.0,1.0,37.0,23.0,4.0,27.8,20.0,7.0,43.2,32.0,16.0,0.0,63.0,46.0,40.0,13.0,26.0,50.0,5.0,7.0,29.0,40.0,31.0,0.5,21.7,43.0,27.0,55.0,13.0,12.0,0.0,41.9,0.0,38.0,2.0,28.0,16.052909607252047,16.09839757532056,16.251383902676125,17.244418823425292,17.25554443466524,17.780402228515086,18.71884076901749,18.54696377812237,18.47616472169944,18.329659144766808,17.85203854534865,17.609320172402377,16.01150160131064
Sep '17,22.0,34.0,20.2,47.0,39.0,20.0,50.0,15.0,44.0,23.0,42.0,30.0,40.0,20.0,45.0,58.0,29.0,27.0,59.0,63.0,50.0,51.0,29.0,46.0,31.0,39.0,36.0,37.0,59.0,26.0,62.0,23.0,48.0,14.0,28.0,15.0,52.0,62.0,0.0,34.0,47.0,61.0,54.0,0.0,54.0,63.0,59.0,75.0,0.0,0.0,38.0,26.9,22.0,32.0,16.0,41.0,48.0,20.0,23.0,4.0,75.0,55.8,54.0,0.0,28.0,0.0,0.0,64.0,28.0,46.0,12.0,32.0,64.0,3.0,78.0,14.0,0.0,40.5,22.0,19.0,36.0,36.0,0.0,66.0,31.0,25.0,55.0,0.0,6.0,7.0,27.0,2.0,37.0,25.0,9.0,27.8,16.0,0.0,50.2,36.0,20.0,0.0,63.0,45.0,35.0,10.0,34.0,47.0,5.0,0.0,27.0,37.0,28.0,0.5,11.9,42.0,22.0,65.0,17.0,12.0,0.0,43.9,0.0,37.0,2.0,24.1,16.01150160131064,16.052909607252047,16.09839757532056,16.251383902676125,17.244418823425292,17.25554443466524,17.780402228515086,18.71884076901749,18.54696377812237,18.47616472169944,18.329659144766808,17.85203854534865,15.979000297857311
Oct '17,22.0,30.0,19.1,50.0,30.0,26.0,62.0,23.0,53.0,27.0,45.0,29.0,38.0,24.0,50.0,62.0,33.0,39.0,63.0,100.0,66.0,53.0,27.0,45.0,31.0,44.0,36.0,45.0,60.0,18.0,69.0,28.0,48.0,13.0,33.0,12.0,58.0,68.0,0.0,41.0,55.0,60.0,58.0,59.0,53.0,72.0,67.0,66.0,0.5,0.0,49.0,33.9,23.0,33.0,20.0,44.0,53.0,26.0,15.0,5.0,73.0,61.5,52.0,0.0,24.0,0.0,0.0,65.0,33.0,73.0,13.0,42.0,65.0,2.0,100.0,16.0,0.0,47.8,22.0,21.0,36.0,35.0,0.0,66.0,27.0,42.0,54.0,0.0,8.0,15.0,33.0,2.0,40.0,23.0,9.0,27.8,21.0,0.0,54.3,39.0,23.0,0.0,68.0,52.0,47.0,9.0,27.0,54.0,6.0,10.0,30.0,45.0,44.0,0.5,24.7,41.0,28.0,69.0,19.0,15.0,0.0,49.9,1.0,37.0,2.0,20.2,15.979000297857311,16.01150160131064,16.052909607252047,16.09839757532056,16.251383902676125,17.244418823425292,17.25554443466524,17.780402228515086,18.71884076901749,18.54696377812237,18.47616472169944,18.329659144766808,15.905236164466714
Nov '17,25.0,30.0,18.0,52.0,31.0,25.0,58.0,20.0,52.0,28.0,46.0,29.0,35.0,25.0,48.0,61.0,34.0,38.0,64.0,33.0,52.0,69.0,0.0,48.0,53.0,38.0,33.0,45.0,55.0,15.0,67.0,36.0,46.0,13.0,32.0,12.0,61.0,64.0,0.0,39.0,56.0,56.0,58.0,0.0,56.0,70.0,63.0,61.0,0.5,0.0,52.0,33.9,50.0,35.0,18.0,42.0,51.0,35.0,12.0,5.0,74.0,62.4,49.0,0.0,18.0,0.0,0.0,69.0,31.0,52.0,11.0,42.0,57.0,3.0,69.0,16.0,0.0,49.9,17.0,21.0,43.0,34.0,0.0,68.0,25.0,33.0,60.0,0.0,7.0,13.0,30.0,2.0,24.0,21.0,5.0,25.6,22.0,0.0,43.2,43.0,22.0,0.0,72.0,50.0,39.0,13.0,25.0,48.0,7.0,14.0,29.0,43.0,41.0,0.5,18.8,39.0,28.0,73.0,16.0,13.0,0.0,51.9,1.0,39.0,2.0,18.3,15.905236164466714,15.979000297857311,16.01150160131064,16.052909607252047,16.09839757532056,16.251383902676125,17.244418823425292,17.25554443466524,17.780402228515086,18.71884076901749,18.54696377812237,18.47616472169944,15.901387604002622
Dec '17,30.0,42.0,20.2,46.0,34.0,23.0,46.0,16.0,45.0,19.0,44.0,22.0,48.0,25.0,41.0,57.0,30.0,35.0,61.0,16.0,34.0,60.0,0.0,44.0,36.0,37.0,35.0,40.0,71.0,12.0,51.0,22.0,41.0,9.0,24.0,14.0,50.0,68.0,0.0,31.0,57.0,60.0,51.0,0.0,55.0,53.0,41.0,52.0,0.5,0.0,42.0,31.9,45.0,79.0,17.0,37.0,55.0,22.0,16.0,4.0,91.0,63.4,55.0,0.0,35.0,0.0,0.0,68.0,27.0,41.0,9.0,29.0,34.0,6.0,75.0,13.0,0.0,55.1,16.0,16.0,51.0,38.0,0.0,69.0,24.0,21.0,72.0,0.0,7.0,5.0,24.0,0.5,14.0,21.0,13.0,25.6,22.0,0.0,36.2,36.0,20.0,0.0,79.0,47.0,22.0,8.0,24.0,45.0,6.0,12.0,25.0,30.0,28.0,0.0,13.8,40.0,23.0,47.0,13.0,13.0,0.0,48.9,0.5,42.0,2.0,19.3,15.901387604002622,15.905236164466714,15.979000297857311,16.01150160131064,16.052909607252047,16.09839757532056,16.251383902676125,17.244418823425292,17.25554443466524,17.780402228515086,18.71884076901749,18.54696377812237,15.37161259298088
